2.86 8493.41
33.12 -0.44 -0.16 -0.61 39.63 -78.57 8484.47
33.13 -0.45 -0.16 -0.62 36.86 -80.32 8494.42
33.13 -0.45 -0.16 -0.62 34.38 -79.09 8479.38
33.14 -0.45 -0.16 -0.62 30.94 -81.58 8469.44
33.15 -0.45 -0.17 -0.62 33.85 -79.42 8469.29
33.16 -0.46 -0.17 -0.62 33.66 -83.88 8461.96
33.16 -0.46 -0.17 -0.62 40.30 -86.29 8465.77
33.17 -0.46 -0.17 -0.62 43.87 -79.26 8471.99
33.18 -0.46 -0.17 -0.62 39.48 -70.13 8478.39
33.18 -0.46 -0.18 -0.62 37.13 -64.72 8499.35
33.19 -0.46 -0.18 -0.62 33.82 -65.05 8507.82
33.20 -0.46 -0.18 -0.62 38.44 -66.54 8521.83
33.21 -0.46 -0.18 -0.62 28.59 -63.09 8520.45
33.21 -0.46 -0.18 -0.62 23.73 -64.38 8503.61
33.22 -0.46 -0.17 -0.62 15.76 -61.94 8502.44
33.23 -0.46 -0.17 -0.62 22.18 -63.35 8501.40
33.24 -0.46 -0.18 -0.62 31.97 -51.41 8504.06
33.24 -0.46 -0.18 -0.62 33.57 -51.47 8502.85
33.25 -0.46 -0.18 -0.62 31.41 -67.12 8508.57
33.26 -0.46 -0.18 -0.62 23.47 -70.41 8518.11
33.27 -0.46 -0.18 -0.62 26.32 -64.17 8530.30
33.27 -0.46 -0.17 -0.62 25.69 -65.35 8523.27
33.28 -0.46 -0.17 -0.62 19.52 -72.42 8511.74
33.29 -0.46 -0.17 -0.62 15.57 -73.98 8528.97
33.30 -0.46 -0.17 -0.62 18.81 -74.58 8519.27
33.30 -0.46 -0.17 -0.62 10.93 -68.72 8509.34
33.31 -0.46 -0.16 -0.62 13.84 -72.25 8510.41
33.32 -0.46 -0.16 -0.62 12.45 -67.42 8508.97
33.33 -0.46 -0.16 -0.62 10.81 -70.68 8498.87
33.33 -0.46 -0.16 -0.62 5.33 -72.41 8501.38
33.34 -0.46 -0.16 -0.62 11.60 -75.57 8496.04
33.35 -0.46 -0.15 -0.62 13.64 -72.41 8495.24
33.36 -0.47 -0.15 -0.62 14.67 -82.77 8491.72
33.36 -0.47 -0.15 -0.62 16.41 -82.90 8475.74
33.37 -0.47 -0.15 -0.62 20.76 -84.21 8469.77
33.38 -0.47 -0.15 -0.62 16.69 -77.79 8483.99
33.39 -0.48 -0.15 -0.62 7.82 -77.61 8479.99
33.39 -0.48 -0.15 -0.62 9.04 -76.65 8487.19
33.40 -0.48 -0.15 -0.62 15.33 -75.78 8483.27
33.41 -0.48 -0.15 -0.62 17.00 -71.80 8477.35
33.41 -0.48 -0.15 -0.62 21.70 -69.82 8478.41
33.42 -0.48 -0.14 -0.62 11.93 -70.44 8480.97
33.43 -0.48 -0.14 -0.62 16.74 -71.80 8466.07
33.44 -0.48 -0.14 -0.62 22.66 -75.42 8483.87
33.44 -0.48 -0.14 -0.62 17.60 -79.88 8485.88
33.45 -0.48 -0.14 -0.62 17.84 -81.89 8484.89
33.46 -0.48 -0.14 -0.62 28.85 -73.30 8488.00
33.47 -0.48 -0.14 -0.62 24.77 -66.77 8499.60
33.47 -0.48 -0.14 -0.62 25.89 -62.49 8504.04
33.48 -0.48 -0.14 -0.62 22.90 -59.44 8515.64
33.49 -0.48 -0.14 -0.62 28.21 -52.70 8520.07
33.50 -0.48 -0.14 -0.62 18.19 -59.83 8516.87
33.50 -0.47 -0.14 -0.62 11.57 -51.05 8517.58
33.51 -0.47 -0.14 -0.62 11.61 -52.34 8509.02
33.52 -0.47 -0.14 -0.62 20.45 -44.31 8501.72
33.53 -0.47 -0.14 -0.62 9.61 -50.68 8502.35
33.53 -0.46 -0.14 -0.62 9.85 -51.21 8490.51
33.54 -0.46 -0.14 -0.62 13.66 -45.69 8490.26
33.55 -0.46 -0.14 -0.62 7.90 -48.32 8482.43
33.56 -0.46 -0.13 -0.62 4.71 -54.29 8484.99
33.56 -0.45 -0.13 -0.62 1.04 -50.86 8497.69
33.57 -0.45 -0.13 -0.62 5.33 -52.97 8501.92
33.58 -0.45 -0.13 -0.62 2.40 -52.08 8515.73
33.58 -0.45 -0.12 -0.62 4.16 -58.87 8521.76
33.59 -0.45 -0.12 -0.63 2.94 -59.78 8515.58
33.60 -0.45 -0.12 -0.63 16.25 -58.20 8522.82
33.61 -0.45 -0.12 -0.62 15.82 -64.78 8528.54
33.61 -0.45 -0.12 -0.63 21.44 -70.30 8527.69
33.62 -0.45 -0.13 -0.63 25.30 -67.27 8518.92
33.63 -0.45 -0.13 -0.63 19.57 -65.35 8512.22
33.64 -0.45 -0.13 -0.63 15.21 -59.61 8515.80
33.64 -0.45 -0.12 -0.63 17.69 -58.45 8510.62
33.65 -0.45 -0.12 -0.63 15.12 -64.61 8517.96
33.66 -0.45 -0.12 -0.63 11.61 -58.95 8507.76
33.67 -0.44 -0.12 -0.63 9.65 -54.25 8501.79
33.67 -0.44 -0.12 -0.63 14.28 -63.23 8489.21
33.68 -0.44 -0.12 -0.63 18.45 -62.90 8487.49
33.69 -0.45 -0.12 -0.63 15.01 -74.61 8487.54
33.70 -0.45 -0.12 -0.63 15.11 -67.95 8483.58
33.70 -0.45 -0.12 -0.63 18.80 -71.96 8474.42
33.71 -0.45 -0.12 -0.63 24.52 -72.36 8502.18
33.72 -0.45 -0.12 -0.63 23.27 -65.92 8503.16
33.73 -0.45 -0.12 -0.63 17.74 -67.73 8504.85
33.73 -0.45 -0.12 -0.63 19.97 -65.36 8511.56
33.74 -0.45 -0.12 -0.63 19.57 -71.22 8496.41
33.75 -0.45 -0.12 -0.63 19.21 -67.30 8509.96
33.76 -0.45 -0.12 -0.63 28.49 -76.97 8518.17
33.76 -0.45 -0.13 -0.63 33.24 -76.07 8519.55
33.77 -0.45 -0.13 -0.63 25.12 -81.27 8519.60
33.78 -0.45 -0.13 -0.63 23.01 -71.54 8514.44
33.79 -0.45 -0.13 -0.63 23.51 -66.79 8512.59
33.79 -0.45 -0.13 -0.63 25.15 -64.11 8513.33
33.80 -0.45 -0.13 -0.63 26.64 -69.30 8518.80
33.81 -0.45 -0.13 -0.63 26.78 -67.97 8515.72
33.81 -0.45 -0.13 -0.63 30.10 -67.97 8517.35
33.82 -0.45 -0.13 -0.63 36.69 -68.37 8509.61
33.83 -0.45 -0.14 -0.63 29.42 -73.14 8501.45
33.84 -0.45 -0.14 -0.63 22.88 -74.62 8492.11
33.84 -0.45 -0.13 -0.63 20.19 -69.16 8502.49
33.85 -0.46 -0.14 -0.63 27.37 -74.64 8499.04
33.86 -0.46 -0.14 -0.63 33.43 -68.78 8495.14
33.87 -0.46 -0.14 -0.63 38.49 -61.10 8494.83
33.87 -0.46 -0.14 -0.63 41.84 -60.19 8493.34
33.88 -0.46 -0.14 -0.63 42.06 -63.77 8497.21
33.89 -0.46 -0.15 -0.63 46.25 -71.80 8496.69
33.90 -0.46 -0.15 -0.63 52.83 -64.22 8499.82
33.90 -0.46 -0.16 -0.63 60.34 -69.39 8493.04
33.91 -0.46 -0.16 -0.63 52.71 -67.65 8496.13
33.92 -0.46 -0.16 -0.63 45.84 -71.29 8501.72
33.93 -0.46 -0.17 -0.63 43.65 -70.56 8517.95
33.93 -0.46 -0.17 -0.63 34.89 -64.30 8514.55
33.94 -0.46 -0.17 -0.63 25.80 -71.47 8497.50
33.95 -0.46 -0.17 -0.63 33.22 -75.13 8502.55
33.96 -0.46 -0.17 -0.63 35.10 -73.21 8497.49
